user_id,timestamp,kind,reason,message,minutes_since_break,drop_probability,date
U010,2026-08-12T14:05:00,break_reminder,focus likely to drop (p=0.32) after 34 min,Time for a break - you have been at it for 34 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,34.0,0.3209743786801543,2026-08-12
U010,2026-08-12T14:20:00,break_reminder,focus likely to drop (p=0.26) after 49 min,Time for a break - you have been at it for 49 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,49.0,0.2558061617739065,2026-08-12
U010,2026-08-12T14:40:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,0.0,0.05369695577224142,2026-08-12
U010,2026-08-12T16:10:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,44.0,0.257629069725915,2026-08-12
U010,2026-08-12T18:50:00,break_reminder,101 min without a break,Time for a break - you have been at it for 101 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,101.0,0.18534600899416856,2026-08-12
U010,2026-08-13T11:40:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,67.0,0.29597806916866815,2026-08-13
U010,2026-08-13T12:10:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,15.0,0.09673783311476022,2026-08-13
U010,2026-08-13T14:25:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,23.0,0.29229228482130104,2026-08-13
U010,2026-08-13T18:05:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,26.0,0.21398039358477586,2026-08-13
U010,2026-08-14T12:30:00,break_reminder,100 min without a break,Time for a break - you have been at it for 100 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,100.0,0.13407875606495104,2026-08-14
U010,2026-08-14T13:55:00,break_reminder,focus likely to drop (p=0.39) after 76 min,Time for a break - you have been at it for 76 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,76.0,0.38561782610233375,2026-08-14
U010,2026-08-14T14:15:00,break_reminder,focus likely to drop (p=0.25) after 96 min,Time for a break - you have been at it for 96 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,96.0,0.24675030951788635,2026-08-14
U010,2026-08-14T14:30:00,break_reminder,111 min without a break,Time for a break - you have been at it for 111 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,111.0,0.18177654004116306,2026-08-14
U010,2026-08-14T15:35:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,38.0,0.13097401704958772,2026-08-14
U010,2026-08-14T15:55:00,break_reminder,focus likely to drop (p=0.25) after 58 min,Time for a break - you have been at it for 58 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,58.0,0.24878265614849318,2026-08-14
U010,2026-08-14T16:30:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,93.0,0.30779853043199723,2026-08-14
U010,2026-08-17T10:15:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,24.0,0.1568919051497574,2026-08-17
U010,2026-08-17T10:30:00,focus_nudge,25 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,39.0,0.1424669150966298,2026-08-17
U010,2026-08-17T11:35:00,break_reminder,104 min without a break,Time for a break - you have been at it for 104 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,104.0,0.1505626797091769,2026-08-17
U010,2026-08-17T11:55:00,break_reminder,focus likely to drop (p=0.53) after 124 min,Time for a break - you have been at it for 124 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,124.0,0.5340834361144126,2026-08-17
U010,2026-08-17T13:15:00,break_reminder,204 min without a break,Time for a break - you have been at it for 204 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,204.0,0.29126963250920085,2026-08-17
U010,2026-08-17T15:45:00,break_reminder,focus likely to drop (p=0.25) after 21 min,Time for a break - you have been at it for 21 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,21.0,0.24807996980575167,2026-08-17
U010,2026-08-17T17:00:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,31.0,0.12638341236033537,2026-08-17
U010,2026-08-17T17:15:00,focus_nudge,25 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,46.0,0.30467978108446375,2026-08-17
U010,2026-08-17T18:00:00,break_reminder,focus likely to drop (p=0.52) after 88 min,Time for a break - you have been at it for 88 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,88.0,0.5194581783092208,2026-08-17
U010,2026-08-18T11:20:00,break_reminder,focus likely to drop (p=0.32) after 70 min,Time for a break - you have been at it for 70 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,70.0,0.32361772312304776,2026-08-18
U010,2026-08-18T11:50:00,break_reminder,100 min without a break,Time for a break - you have been at it for 100 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,100.0,0.17340735940028554,2026-08-18
U010,2026-08-18T12:10:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,120.0,0.2213291965354539,2026-08-18
U010,2026-08-18T14:20:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,16.0,0.40105379117070034,2026-08-18
U010,2026-08-18T14:35:00,focus_nudge,25 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,31.0,0.16319348028688033,2026-08-18
U010,2026-08-18T14:50:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,46.0,0.23465437561181823,2026-08-18
U010,2026-08-18T17:30:00,break_reminder,102 min without a break,Time for a break - you have been at it for 102 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,102.0,0.305973344926027,2026-08-18
U010,2026-08-19T15:35:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,68.0,0.38677137708444376,2026-08-19
U010,2026-08-19T15:50:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,83.0,0.3901864031007898,2026-08-19
U010,2026-08-19T16:10:00,break_reminder,103 min without a break,Time for a break - you have been at it for 103 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,103.0,0.18147065891285266,2026-08-19
U010,2026-08-19T16:55:00,break_reminder,focus likely to drop (p=0.33) after 148 min,Time for a break - you have been at it for 148 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,148.0,0.33262371935654916,2026-08-19
U010,2026-08-19T19:35:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,64.0,0.05657756680037917,2026-08-19
U010,2026-08-20T14:55:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,61.0,0.36266379376894553,2026-08-20
U010,2026-08-20T15:55:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,38.0,0.2865272776804523,2026-08-20
U010,2026-08-20T17:00:00,break_reminder,103 min without a break,Time for a break - you have been at it for 103 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,103.0,0.15875184904922876,2026-08-20
U010,2026-08-21T09:45:00,break_reminder,focus likely to drop (p=0.30) after 25 min,Time for a break - you have been at it for 25 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,25.0,0.30330202543444346,2026-08-21
U010,2026-08-21T10:00:00,focus_nudge,15 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,40.0,0.08633927235843891,2026-08-21
U010,2026-08-21T11:55:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,63.0,0.3055390835247476,2026-08-21
U010,2026-08-21T12:35:00,break_reminder,103 min without a break,Time for a break - you have been at it for 103 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,103.0,0.16512305663102808,2026-08-21
U010,2026-08-21T14:35:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,40.0,0.3673167728923715,2026-08-21
U010,2026-08-21T15:55:00,break_reminder,focus likely to drop (p=0.28) after 59 min,Time for a break - you have been at it for 59 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,59.0,0.27810927380283634,2026-08-21
U010,2026-08-21T16:30:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,19.0,0.16490455436283366,2026-08-21
U010,2026-08-24T15:20:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,18.0,0.2957375952928665,2026-08-24
U010,2026-08-24T15:45:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,43.0,0.2725156158070313,2026-08-24
U010,2026-08-24T16:45:00,break_reminder,103 min without a break,Time for a break - you have been at it for 103 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,103.0,0.26757872953165823,2026-08-24
U010,2026-08-24T17:35:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,153.0,0.24029946892939638,2026-08-24
U010,2026-08-25T09:55:00,break_reminder,focus likely to drop (p=0.31) after 45 min,Time for a break - you have been at it for 45 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,45.0,0.312155352881039,2026-08-25
U010,2026-08-25T10:25:00,break_reminder,focus likely to drop (p=0.37) after 75 min,Time for a break - you have been at it for 75 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,75.0,0.3708116744510083,2026-08-25
U010,2026-08-25T10:50:00,break_reminder,100 min without a break,Time for a break - you have been at it for 100 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,100.0,0.22163632076691908,2026-08-25
U010,2026-08-25T11:10:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,120.0,0.22777747791851513,2026-08-25
U010,2026-08-25T12:55:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,0.0,0.10980958275573718,2026-08-25
U010,2026-08-25T14:15:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,54.0,0.36394202156640504,2026-08-25
U010,2026-08-25T15:35:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,15.0,0.14846179810483565,2026-08-25
U010,2026-08-26T11:30:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,46.0,0.16648338537301816,2026-08-26
U010,2026-08-26T11:45:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,61.0,0.23382790698155853,2026-08-26
U010,2026-08-26T12:00:00,focus_nudge,25 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,76.0,0.22644445264587906,2026-08-26
U010,2026-08-26T12:15:00,focus_nudge,40 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,0.0,0.02707167511319853,2026-08-26
U010,2026-08-26T14:00:00,break_reminder,103 min without a break,Time for a break - you have been at it for 103 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,103.0,0.22783147920604407,2026-08-26
U010,2026-08-27T10:25:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,32.0,0.20620251440893955,2026-08-27
U010,2026-08-27T11:50:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,59.0,0.196746484450205,2026-08-27
U010,2026-08-27T13:10:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,46.0,0.2370977229514355,2026-08-27
U010,2026-08-27T14:55:00,break_reminder,focus likely to drop (p=0.44) after 42 min,Time for a break - you have been at it for 42 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,42.0,0.443180339314736,2026-08-27
U010,2026-08-27T15:20:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,67.0,0.3144921363340125,2026-08-27
U010,2026-08-28T10:10:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,42.0,0.08964741661582673,2026-08-28
U010,2026-08-28T13:45:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,18.0,0.2164202598346184,2026-08-28
U010,2026-08-28T14:15:00,break_reminder,focus likely to drop (p=0.32) after 48 min,Time for a break - you have been at it for 48 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,48.0,0.3225380109335949,2026-08-28
U010,2026-08-28T16:15:00,break_reminder,104 min without a break,Time for a break - you have been at it for 104 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,104.0,0.327819808111324,2026-08-28
U010,2026-08-28T19:05:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,93.0,0.15687686263294104,2026-08-28
U010,2026-08-28T19:20:00,break_reminder,106 min without a break,Time for a break - you have been at it for 106 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,106.0,0.0781812892279249,2026-08-28
U012,2026-08-03T10:00:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,51.0,0.11188260600473497,2026-08-03
U012,2026-08-03T11:10:00,break_reminder,121 min without a break,Time for a break - you have been at it for 121 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,121.0,0.13763566257829896,2026-08-03
U012,2026-08-03T12:15:00,break_reminder,focus likely to drop (p=0.25) after 186 min,Time for a break - you have been at it for 186 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,186.0,0.2474376755843187,2026-08-03
U012,2026-08-03T13:40:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,29.0,0.34437915480976117,2026-08-03
U012,2026-08-04T11:05:00,break_reminder,104 min without a break,Time for a break - you have been at it for 104 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,104.0,0.1598784027051854,2026-08-04
U012,2026-08-04T13:25:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,78.0,0.24249936459307675,2026-08-04
U012,2026-08-04T13:55:00,break_reminder,108 min without a break,Time for a break - you have been at it for 108 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,108.0,0.17139909165356582,2026-08-04
U012,2026-08-04T15:00:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,7.0,0.27427063280964037,2026-08-04
U012,2026-08-05T10:45:00,break_reminder,focus likely to drop (p=0.27) after 93 min,Time for a break - you have been at it for 93 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,93.0,0.273191938322599,2026-08-05
U012,2026-08-05T11:00:00,break_reminder,108 min without a break,Time for a break - you have been at it for 108 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,108.0,0.22114755585618298,2026-08-05
U012,2026-08-05T11:15:00,break_reminder,focus likely to drop (p=0.33) after 123 min,Time for a break - you have been at it for 123 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,123.0,0.32610168029223696,2026-08-05
U012,2026-08-05T13:20:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,47.0,0.3341497790953847,2026-08-05
U012,2026-08-05T13:35:00,focus_nudge,25 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,62.0,0.13073941249929608,2026-08-05
U012,2026-08-05T15:15:00,break_reminder,focus likely to drop (p=0.30) after 50 min,Time for a break - you have been at it for 50 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,50.0,0.30206076791704967,2026-08-05
U012,2026-08-06T11:00:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,92.0,0.2937561493891244,2026-08-06
U012,2026-08-06T11:15:00,break_reminder,107 min without a break,Time for a break - you have been at it for 107 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,107.0,0.20172670806272713,2026-08-06
U012,2026-08-06T11:30:00,focus_nudge,15 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,122.0,0.2521843494974564,2026-08-06
U012,2026-08-06T13:50:00,break_reminder,117 min without a break,Time for a break - you have been at it for 117 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,117.0,0.16036728397364164,2026-08-06
U012,2026-08-06T15:00:00,break_reminder,focus likely to drop (p=0.31) after 50 min,Time for a break - you have been at it for 50 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,50.0,0.3111727783362364,2026-08-06
U012,2026-08-06T15:20:00,break_reminder,focus likely to drop (p=0.28) after 70 min,Time for a break - you have been at it for 70 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,70.0,0.2781978955622504,2026-08-06
U012,2026-08-06T16:55:00,break_reminder,focus likely to drop (p=0.25) after 91 min,Time for a break - you have been at it for 91 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,91.0,0.24849972499965603,2026-08-06
U012,2026-08-06T17:10:00,break_reminder,106 min without a break,Time for a break - you have been at it for 106 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,106.0,0.08432531869291737,2026-08-06
U012,2026-08-07T11:20:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,20.0,0.24335284996727324,2026-08-07
U012,2026-08-07T12:50:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,56.0,0.3255253438559497,2026-08-07
U012,2026-08-07T13:40:00,break_reminder,106 min without a break,Time for a break - you have been at it for 106 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,106.0,0.16242626132175744,2026-08-07
U012,2026-08-07T14:15:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,19.0,0.5080575869127815,2026-08-07
U012,2026-08-07T14:50:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,54.0,0.2930990724634075,2026-08-07
U012,2026-08-07T15:10:00,break_reminder,focus likely to drop (p=0.35) after 74 min,Time for a break - you have been at it for 74 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,74.0,0.3496880939884183,2026-08-07
U012,2026-08-07T15:25:00,break_reminder,focus likely to drop (p=0.25) after 89 min,Time for a break - you have been at it for 89 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,89.0,0.24620159738864036,2026-08-07
U012,2026-08-07T15:40:00,break_reminder,104 min without a break,Time for a break - you have been at it for 104 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,104.0,0.40331715619119923,2026-08-07
U012,2026-08-10T14:00:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,88.0,0.39030145554259293,2026-08-10
U012,2026-08-10T15:00:00,break_reminder,148 min without a break,Time for a break - you have been at it for 148 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,148.0,0.18481542422317854,2026-08-10
U012,2026-08-10T15:40:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,28.0,0.30315234628935495,2026-08-10
U012,2026-08-10T16:35:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,83.0,0.3655792564361484,2026-08-10
U012,2026-08-10T16:50:00,focus_nudge,25 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,98.0,0.2525741589713082,2026-08-10
U012,2026-08-11T12:15:00,break_reminder,104 min without a break,Time for a break - you have been at it for 104 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,104.0,0.1903694534039621,2026-08-11
U012,2026-08-11T12:30:00,break_reminder,focus likely to drop (p=0.27) after 119 min,Time for a break - you have been at it for 119 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,119.0,0.26890912045924587,2026-08-11
U012,2026-08-11T12:45:00,focus_nudge,15 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,134.0,0.21509168681127896,2026-08-11
U012,2026-08-11T14:20:00,break_reminder,focus likely to drop (p=0.29) after 84 min,Time for a break - you have been at it for 84 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,84.0,0.29497107501658254,2026-08-11
U012,2026-08-12T10:45:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,58.0,0.2640668866017197,2026-08-12
U012,2026-08-12T13:25:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,16.0,0.19714422955811617,2026-08-12
U012,2026-08-12T15:10:00,break_reminder,focus likely to drop (p=0.28) after 44 min,Time for a break - you have been at it for 44 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,44.0,0.27886552620402005,2026-08-12
U012,2026-08-12T16:25:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,69.0,0.3584837935769008,2026-08-12
U012,2026-08-13T12:15:00,focus_nudge,10 min of distraction,Still on track? You have drifted for a few minutes - worth a reset.,46.0,0.2944713551776338,2026-08-13
U012,2026-08-13T14:05:00,break_reminder,102 min without a break,Time for a break - you have been at it for 102 minutes. Five minutes away from the screen now beats twenty minutes of drift later.,102.0,0.3294426322321041,2026-08-13
