user_id,date,tracked_minutes,focused_minutes,distracted_minutes,meeting_minutes,break_minutes,n_breaks,longest_stretch_minutes,window_switches,focused_hours,tracked_hours,minutes_development,minutes_creative,minutes_docs_analysis,minutes_research,minutes_communication,minutes_personal,focus_score,focus_ratio,switch_load,break_balance,focus_score_true
U012,2026-08-24,475,280,65,75,61,4,165,331.0,4.67,7.92,264,1,15,66,105,24,45.93,0.6914,0.8173,0.1667,46.6
U012,2026-08-25,470,185,105,130,54,3,220,366.0,3.08,7.83,120,0,17,88,180,65,27.56,0.4625,0.915,0.0,28.25
U012,2026-08-26,390,255,115,0,30,5,120,364.0,4.25,6.5,180,1,52,58,39,60,54.58,0.75,1.0,0.6667,57.82
U012,2026-08-27,500,345,65,30,50,5,130,436.0,5.75,8.33,278,0,46,50,84,42,54.73,0.7931,1.0,0.5556,56.0
U012,2026-08-28,540,255,55,175,58,3,230,325.0,4.25,9.0,163,23,21,67,260,6,37.55,0.5426,0.6915,0.0,38.72
U013,2026-08-03,490,240,120,80,43,3,180,519.0,4.0,8.17,1,271,8,53,104,53,30.7,0.5581,1.0,0.0,33.26
U013,2026-08-04,545,365,50,55,82,6,120,384.0,6.08,9.08,19,377,24,16,94,15,62.41,0.8391,0.8828,0.6667,62.41
U013,2026-08-06,605,430,80,35,58,8,105,470.0,7.17,10.08,6,372,67,73,52,35,64.77,0.835,0.9126,0.8333,65.84
U013,2026-08-07,485,265,90,105,18,4,145,376.0,4.42,8.08,0,220,10,72,138,44,44.41,0.5955,0.8449,0.3889,48.11
U013,2026-08-10,465,310,40,85,43,4,150,343.0,5.17,7.75,0,247,42,72,83,20,52.09,0.747,0.8265,0.3333,51.43
U013,2026-08-11,600,400,55,85,56,7,140,428.0,6.67,10.0,0,325,33,61,151,30,56.05,0.7843,0.8392,0.4444,54.97
U013,2026-08-12,570,365,55,95,71,7,100,446.0,6.08,9.5,40,208,24,75,202,21,61.37,0.7604,0.9292,0.8889,62.52
U013,2026-08-13,455,305,90,0,55,3,170,364.0,5.08,7.58,0,251,20,128,30,26,47.16,0.7922,0.9455,0.1111,50.73
U013,2026-08-14,560,325,105,110,27,5,150,505.0,5.42,9.33,12,270,14,56,150,58,41.96,0.6373,0.9902,0.3333,45.74
U013,2026-08-17,565,310,75,145,33,4,170,464.0,5.17,9.42,25,190,46,83,193,28,37.8,0.6019,0.901,0.1111,39.41
U013,2026-08-18,465,265,75,95,22,5,155,396.0,4.42,7.75,24,191,27,57,121,45,41.69,0.631,0.9429,0.2778,43.0
U013,2026-08-19,530,355,65,25,83,7,160,387.0,5.92,8.83,1,312,27,73,97,20,53.18,0.8554,0.9325,0.2222,54.5
U013,2026-08-20,465,270,50,80,49,4,135,307.0,4.5,7.75,1,259,23,42,119,21,53.16,0.6835,0.7772,0.5,54.56
U013,2026-08-21,555,360,125,25,50,7,105,510.0,6.0,9.25,11,291,17,54,129,53,57.92,0.75,1.0,0.8333,60.21
U013,2026-08-24,500,300,75,95,19,5,185,373.0,5.0,8.33,9,186,31,67,179,28,40.77,0.6593,0.8198,0.0,41.98
U013,2026-08-25,550,365,75,30,73,7,85,417.0,6.08,9.17,4,295,29,83,106,33,66.44,0.8111,0.9267,1.0,67.06
U013,2026-08-26,420,295,75,25,31,4,145,297.0,4.92,7.0,9,263,5,52,73,18,56.24,0.7867,0.792,0.3889,57.71
U013,2026-08-27,525,320,80,85,40,5,140,410.0,5.33,8.75,0,208,74,58,160,26,49.53,0.6809,0.8723,0.4444,50.7
U013,2026-08-28,570,310,95,125,32,6,140,416.0,5.17,9.5,2,276,28,49,178,37,46.8,0.6019,0.8078,0.4444,47.87
U014,2026-08-03,445,310,85,0,40,4,120,324.0,5.17,7.42,0,278,41,99,15,12,61.89,0.8158,0.8526,0.6667,64.06
U014,2026-08-04,540,380,45,80,32,6,140,376.0,6.33,9.0,20,259,18,69,168,6,57.6,0.7835,0.7753,0.4444,59.3
U014,2026-08-05,530,335,115,30,48,5,140,477.0,5.58,8.83,4,286,14,78,105,44,48.09,0.7128,1.0,0.4444,51.6
U014,2026-08-06,585,395,100,15,48,5,145,516.0,6.58,9.75,15,294,36,121,74,45,50.38,0.7745,1.0,0.3889,51.45
U014,2026-08-07,455,310,20,85,36,5,120,303.0,5.17,7.58,7,208,48,68,124,1,62.02,0.775,0.7575,0.6667,62.71
U014,2026-08-10,535,385,55,25,77,9,130,400.0,6.42,8.92,0,322,36,86,78,13,62.1,0.8953,0.9302,0.5556,62.1
U014,2026-08-11,480,380,45,0,56,7,85,301.0,6.33,8.0,15,315,49,60,23,18,78.44,0.95,0.7525,1.0,76.38
U014,2026-08-12,485,285,95,55,64,7,115,370.0,4.75,8.08,0,220,50,76,118,21,55.51,0.7125,0.925,0.7222,59.63
U014,2026-08-13,455,380,30,30,28,5,110,288.0,6.33,7.58,12,219,61,66,87,10,73.97,0.9268,0.7024,0.7778,75.31
U014,2026-08-14,450,310,55,30,58,4,115,373.0,5.17,7.5,10,208,29,66,70,68,59.51,0.8052,0.9688,0.7222,60.94
U014,2026-08-17,485,270,130,45,44,5,135,399.0,4.5,8.08,18,272,24,58,78,35,46.47,0.6353,0.9388,0.5,48.41
U014,2026-08-18,565,370,75,85,21,4,200,472.0,6.17,9.42,2,278,35,44,167,39,41.44,0.7115,0.9077,0.0,39.86
U014,2026-08-19,460,280,40,115,35,6,110,286.0,4.67,7.67,6,211,21,61,145,16,60.44,0.6747,0.6892,0.7778,59.77
U014,2026-08-20,475,270,30,125,46,4,140,255.0,4.5,7.92,0,194,22,94,152,13,54.56,0.6585,0.622,0.4444,55.23
U014,2026-08-21,480,390,35,0,59,6,110,375.0,6.5,8.0,3,357,30,55,16,19,70.74,0.975,0.9375,0.7778,72.81
U014,2026-08-24,530,355,55,65,56,6,120,430.0,5.92,8.83,0,305,27,80,107,11,57.83,0.7889,0.9556,0.6667,58.44
U014,2026-08-25,435,305,30,35,61,4,120,288.0,5.08,7.25,1,285,60,30,45,14,65.31,0.8592,0.8113,0.6667,65.31
U014,2026-08-26,380,250,65,40,35,4,165,316.0,4.17,6.33,0,195,18,48,84,35,46.33,0.7692,0.9723,0.1667,48.87
U014,2026-08-27,500,330,55,60,72,5,105,348.0,5.5,8.33,7,266,46,35,126,20,64.72,0.8049,0.8488,0.8333,64.04
U014,2026-08-28,525,375,65,0,83,7,115,393.0,6.25,8.75,8,347,31,51,44,44,65.47,0.9036,0.947,0.7222,68.78
U021,2026-08-03,530,375,65,30,53,6,125,403.0,6.25,8.83,12,4,307,86,102,19,60.93,0.8427,0.9056,0.6111,59.69
U021,2026-08-04,510,350,65,25,69,6,110,359.0,5.83,8.5,8,39,338,44,56,25,65.31,0.8434,0.8651,0.7778,67.3
U021,2026-08-05,465,295,80,45,41,4,260,356.0,4.92,7.75,27,3,203,116,97,19,43.09,0.7284,0.879,0.0,43.09
U021,2026-08-06,510,400,70,5,42,5,170,391.0,6.67,8.5,0,22,272,125,67,24,54.09,0.8791,0.8593,0.1111,54.09
U021,2026-08-07,510,315,70,55,76,6,130,346.0,5.25,8.5,10,9,241,124,98,28,57.27,0.7683,0.8439,0.5556,59.28
U021,2026-08-10,505,355,40,50,56,3,210,298.0,5.92,8.42,0,5,366,57,72,5,52.76,0.8161,0.6851,0.0,56.55
U021,2026-08-11,535,345,55,40,75,6,110,377.0,5.75,8.92,6,15,234,180,84,16,63.03,0.8118,0.8871,0.7778,63.03
U021,2026-08-13,505,250,45,145,79,8,135,302.0,4.17,8.42,28,4,166,99,188,20,50.5,0.625,0.755,0.5,49.81
U021,2026-08-14,535,385,50,50,49,9,110,390.0,6.42,8.92,0,9,333,113,69,11,65.67,0.8462,0.8571,0.7778,64.46
U021,2026-08-17,460,330,75,0,62,4,145,357.0,5.5,7.67,3,9,268,94,65,20,56.74,0.8571,0.9273,0.3889,54.6
U021,2026-08-18,500,285,130,35,52,6,120,409.0,4.75,8.33,1,29,281,66,63,60,50.86,0.6552,0.9402,0.6667,55.29
U021,2026-08-19,580,420,95,0,66,5,140,443.0,7.0,9.67,0,2,358,93,93,34,58.18,0.8485,0.8949,0.4444,57.07
U021,2026-08-20,465,310,100,0,73,6,155,398.0,5.17,7.75,0,0,199,138,82,46,52.27,0.8493,1.0,0.2778,53.02
U021,2026-08-21,610,395,90,30,92,8,140,485.0,6.58,10.17,0,24,223,184,135,44,53.68,0.8144,1.0,0.4444,55.95
U021,2026-08-24,465,350,40,0,72,6,85,341.0,5.83,7.75,7,4,275,67,68,44,74.38,0.9589,0.9342,1.0,75.14
U021,2026-08-25,470,325,70,40,34,6,105,363.0,5.42,7.83,2,22,249,112,58,27,63.13,0.7927,0.8854,0.8333,66.48
U021,2026-08-26,565,350,95,95,27,5,205,472.0,5.83,9.42,0,30,202,131,141,61,39.47,0.6796,0.9165,0.0,41.07
U021,2026-08-27,520,340,70,50,65,5,125,420.0,5.67,8.67,0,23,203,104,152,38,56.07,0.7816,0.9655,0.6111,58.6
U021,2026-08-28,455,325,60,30,52,4,155,330.0,5.42,7.58,10,34,243,75,68,25,55.24,0.8333,0.8462,0.2778,52.41
U024,2026-08-03,495,285,95,45,54,5,100,379.0,4.75,8.25,0,8,238,86,120,43,57.72,0.6867,0.9133,0.8889,59.04
U024,2026-08-04,575,385,75,45,62,7,115,454.0,6.42,9.58,0,19,226,148,129,53,59.91,0.8021,0.9458,0.7222,59.91
U024,2026-08-05,475,365,60,0,44,5,175,325.0,6.08,7.92,9,40,220,167,26,13,55.26,0.8902,0.7927,0.0556,57.94
U024,2026-08-06,355,180,50,50,64,3,105,250.0,3.0,5.92,0,0,100,150,92,13,54.94,0.6545,0.9091,0.8333,56.94
U024,2026-08-07,510,350,45,45,55,5,135,339.0,5.83,8.5,0,5,226,155,80,44,60.35,0.8235,0.7976,0.5,62.29
U024,2026-08-10,455,330,30,55,26,5,130,337.0,5.5,7.58,3,17,256,74,95,10,60.12,0.8148,0.8321,0.5556,60.8
U024,2026-08-11,435,385,25,0,48,8,130,280.0,6.42,7.25,8,19,249,108,45,6,75.49,1.0694,0.7778,0.5556,77.01
U024,2026-08-12,530,395,20,50,55,4,145,335.0,6.58,8.83,8,12,253,156,93,8,61.8,0.8587,0.7283,0.3889,62.4
U024,2026-08-13,520,410,65,0,63,8,160,353.0,6.83,8.67,0,19,330,74,87,10,61.0,0.9425,0.8115,0.2222,59.1
U024,2026-08-14,525,380,60,50,33,4,265,412.0,6.33,8.75,16,5,264,119,108,13,47.55,0.8085,0.8766,0.0,51.06
U024,2026-08-17,460,325,70,0,49,5,135,351.0,5.42,7.67,8,7,319,81,23,22,58.33,0.8333,0.9,0.5,61.15
U024,2026-08-18,570,400,135,5,29,4,215,581.0,6.67,9.5,5,23,298,139,39,66,41.9,0.7619,1.0,0.0,45.57
U024,2026-08-19,340,285,35,0,13,3,105,249.0,4.75,5.67,9,11,172,95,52,1,72.15,0.9194,0.8032,0.8333,74.81
U024,2026-08-20,470,295,120,0,71,6,105,428.0,4.92,7.83,12,13,289,86,33,37,59.36,0.7763,1.0,0.8333,63.71
U024,2026-08-21,520,370,130,0,26,4,195,492.0,6.17,8.67,1,4,339,87,39,50,42.4,0.7708,1.0,0.0,44.11
U024,2026-08-24,420,275,45,75,37,4,170,254.0,4.58,7.0,0,8,187,92,120,13,50.94,0.7432,0.6865,0.1111,55.4
U024,2026-08-25,585,440,20,5,113,12,90,357.0,7.33,9.75,5,12,410,112,38,8,81.37,1.0476,0.85,1.0,83.99
U024,2026-08-26,510,295,45,85,70,6,145,304.0,4.92,8.5,12,35,255,85,110,13,53.81,0.7195,0.7415,0.3889,55.83
U024,2026-08-27,565,380,110,0,51,7,160,479.0,6.33,9.42,0,7,271,155,76,56,48.91,0.8085,1.0,0.2222,51.84
U024,2026-08-28,405,290,45,0,62,5,125,300.0,4.83,6.75,0,4,158,172,42,29,64.05,0.9206,0.9524,0.6111,64.92
U029,2026-08-03,525,255,100,115,57,6,180,447.0,4.25,8.75,30,0,192,98,157,48,31.52,0.573,1.0,0.0,33.99
U029,2026-08-04,505,325,60,90,35,7,145,385.0,5.42,8.42,56,0,236,38,145,30,51.32,0.7303,0.8652,0.3889,51.94
U029,2026-08-05,485,290,100,50,59,3,175,365.0,4.83,8.08,49,0,264,58,73,41,42.56,0.6988,0.8795,0.0556,42.56
U029,2026-08-06,520,445,25,30,27,4,185,386.0,7.42,8.67,82,0,221,102,106,8,55.89,0.9271,0.8042,0.0,56.46
U029,2026-08-07,660,450,65,70,87,10,115,476.0,7.5,11.0,67,7,371,103,101,11,63.69,0.8491,0.8981,0.7222,64.73
U029,2026-08-10,575,340,110,40,70,11,105,490.0,5.67,9.58,52,0,310,49,114,50,57.77,0.7473,1.0,0.8333,59.58
U029,2026-08-11,485,315,65,35,58,7,135,384.0,5.25,8.08,28,0,276,97,75,9,54.56,0.7975,0.9722,0.5,55.25
U029,2026-08-12,440,240,90,80,26,3,145,449.0,4.0,7.33,33,18,196,37,106,50,41.2,0.6076,1.0,0.3889,46.07
U029,2026-08-13,525,385,80,0,68,7,95,409.0,6.42,8.75,46,7,273,103,42,54,69.35,0.8953,0.9512,0.9444,69.35
U029,2026-08-14,525,365,90,0,56,4,125,420.0,6.08,8.75,53,11,364,35,23,39,58.5,0.8111,0.9333,0.6111,63.39
U029,2026-08-17,440,290,85,0,57,6,115,365.0,4.83,7.33,56,0,246,47,67,24,60.02,0.8286,1.0,0.7222,63.94
U029,2026-08-18,575,385,60,45,90,7,90,345.0,6.42,9.58,27,0,321,96,114,17,71.99,0.828,0.7419,1.0,73.17
U029,2026-08-20,515,305,110,70,36,5,120,396.0,5.08,8.58,20,0,233,87,124,50,53.12,0.6559,0.8516,0.6667,56.08
U029,2026-08-21,515,275,50,135,64,5,160,332.0,4.58,8.58,11,4,184,83,217,16,45.13,0.6322,0.7632,0.2222,46.4
U029,2026-08-24,615,420,85,55,79,7,110,417.0,7.0,10.25,137,16,265,98,88,11,65.41,0.8235,0.8176,0.7778,68.64
U029,2026-08-25,440,360,35,35,32,5,125,291.0,6.0,7.33,61,7,198,105,64,5,68.93,0.9114,0.7367,0.6111,68.23
U029,2026-08-26,525,395,50,40,43,6,125,397.0,6.58,8.75,104,0,219,103,82,17,62.87,0.8587,0.863,0.6111,63.47
U029,2026-08-27,550,320,120,0,86,8,105,528.0,5.33,9.17,147,0,187,115,45,56,57.6,0.7442,1.0,0.8333,61.43
U029,2026-08-28,445,270,65,90,20,3,165,318.0,4.5,7.42,54,0,132,102,134,23,44.96,0.6506,0.7663,0.1667,45.62
U031,2026-08-03,535,275,20,195,57,7,130,293.0,4.58,8.92,28,9,149,118,224,7,53.25,0.6044,0.644,0.5556,53.86
U031,2026-08-04,460,240,45,165,16,2,155,345.0,4.0,7.67,29,1,180,36,194,20,41.07,0.5517,0.7931,0.2778,41.7
U031,2026-08-05,600,340,45,145,65,7,145,357.0,5.67,10.0,78,2,255,38,216,11,52.13,0.6733,0.7069,0.3889,50.5
U031,2026-08-06,645,360,95,140,53,8,145,529.0,6.0,10.75,9,7,286,119,182,43,44.52,0.6429,0.9446,0.3889,45.01
U031,2026-08-07,550,370,35,85,52,8,155,362.0,6.17,9.17,75,14,203,108,130,20,54.86,0.7957,0.7785,0.2778,55.45
U031,2026-08-10,505,320,40,70,83,7,85,338.0,5.33,8.42,22,0,221,112,131,19,67.88,0.8,0.845,1.0,68.56
U031,2026-08-11,475,320,75,30,43,5,145,416.0,5.33,7.92,91,0,199,81,79,25,50.7,0.7805,1.0,0.3889,50.03
U031,2026-08-12,535,300,50,170,22,4,225,344.0,5.0,8.92,36,12,225,30,214,18,40.64,0.5941,0.6812,0.0,39.01
U031,2026-08-13,470,365,80,0,36,5,130,402.0,6.08,7.83,27,4,262,113,43,21,59.98,0.869,0.9571,0.5556,61.94
U031,2026-08-14,430,255,90,30,69,5,130,350.0,4.25,7.17,20,0,280,23,63,44,51.18,0.7286,1.0,0.5556,51.97
U031,2026-08-17,500,245,70,130,45,6,120,415.0,4.08,8.33,53,1,166,77,165,38,45.54,0.5698,0.9651,0.6667,46.82
U031,2026-08-18,490,210,35,160,84,6,150,311.0,3.5,8.17,8,0,235,54,164,29,41.47,0.5455,0.8078,0.3333,41.47
U031,2026-08-19,455,320,70,0,66,4,140,366.0,5.33,7.58,66,10,151,144,63,21,56.42,0.8533,0.976,0.4444,57.16
U031,2026-08-20,365,215,55,55,41,4,90,279.0,3.58,6.08,52,1,170,49,78,15,60.9,0.7049,0.9148,1.0,59.1
U031,2026-08-21,465,350,60,5,41,7,70,374.0,5.83,7.75,45,0,271,53,73,23,70.38,0.8974,0.959,1.0,73.91
U031,2026-08-24,520,205,105,120,88,5,180,375.0,3.42,8.67,8,0,236,54,175,47,29.63,0.5,0.9146,0.0,32.32
U031,2026-08-25,600,370,90,75,52,5,165,487.0,6.17,10.0,20,19,269,89,163,40,44.05,0.7115,0.9365,0.1667,45.64
U031,2026-08-26,530,285,65,160,25,5,230,420.0,4.75,8.83,60,0,124,87,232,27,35.67,0.5876,0.866,0.0,35.1
U031,2026-08-27,515,290,70,90,64,4,140,362.0,4.83,8.58,52,4,217,105,113,24,49.75,0.6667,0.8322,0.4444,50.38
U031,2026-08-28,465,280,90,40,54,6,180,329.0,4.67,7.75,43,1,152,142,102,25,43.64,0.7273,0.8545,0.0,43.64
U035,2026-08-03,495,365,35,65,36,3,170,315.0,6.08,8.25,37,16,67,105,254,16,54.33,0.8111,0.7,0.1111,55.56
U035,2026-08-05,365,230,75,30,25,3,130,333.0,3.83,6.08,34,11,13,78,204,25,50.03,0.7077,1.0,0.5556,52.57
U035,2026-08-06,425,255,65,75,36,3,170,308.0,4.25,7.08,13,12,72,97,216,15,43.65,0.6623,0.8,0.1111,42.22
U035,2026-08-07,475,295,45,120,28,6,120,330.0,4.92,7.92,10,21,65,32,325,22,56.88,0.686,0.7674,0.6667,58.8
U035,2026-08-10,535,345,115,50,32,6,210,478.0,5.75,8.92,44,3,67,108,278,35,39.48,0.7113,0.9856,0.0,44.59
U035,2026-08-11,565,420,30,35,76,7,105,333.0,7.0,9.42,5,42,144,69,302,3,73.44,0.9032,0.7161,0.8333,73.44
U035,2026-08-12,485,265,50,130,47,5,110,384.0,4.42,8.08,22,10,57,42,322,32,52.4,0.631,0.9143,0.7778,53.06
U035,2026-08-13,465,220,45,155,44,5,145,307.0,3.67,7.75,8,2,45,60,338,12,43.84,0.55,0.7675,0.3889,44.53
U035,2026-08-14,565,360,35,75,78,7,90,443.0,6.0,9.42,37,14,75,73,339,27,64.18,0.7912,0.9736,1.0,66.59
U035,2026-08-18,575,360,125,50,29,5,140,511.0,6.0,9.58,14,41,67,132,261,60,47.27,0.6857,0.9733,0.4444,50.41
U035,2026-08-19,430,295,10,105,23,3,125,237.0,4.92,7.17,44,8,40,66,272,0,63.3,0.7468,0.6,0.6111,64.69
U035,2026-08-20,565,395,30,65,69,8,150,352.0,6.58,9.42,28,13,104,68,332,20,60.07,0.8681,0.7736,0.3333,60.07
U035,2026-08-21,460,280,120,0,33,6,115,507.0,4.67,7.67,8,22,112,100,149,69,53.43,0.7089,1.0,0.7222,53.43
U035,2026-08-24,420,230,10,110,68,6,95,221.0,3.83,7.0,20,4,58,74,264,0,65.48,0.697,0.6697,0.9444,66.31
U035,2026-08-25,515,230,15,190,77,5,165,283.0,3.83,8.58,5,32,55,34,388,1,41.61,0.5476,0.6738,0.1667,40.95
U035,2026-08-26,510,280,75,85,81,8,110,321.0,4.67,8.5,10,4,64,82,322,28,58.99,0.7,0.8025,0.7778,60.37
U035,2026-08-27,445,240,75,45,70,6,115,347.0,4.0,7.42,21,16,86,80,206,36,52.71,0.6957,1.0,0.7222,54.3
U035,2026-08-28,400,260,65,25,33,4,100,300.0,4.33,6.67,20,7,84,56,208,25,62.21,0.7429,0.8571,0.8889,61.42
U038,2026-08-03,380,190,40,100,57,3,135,216.0,3.17,6.33,12,0,39,49,272,8,51.03,0.6032,0.6857,0.5,51.03
U038,2026-08-04,470,305,70,55,57,6,95,362.0,5.08,7.83,27,26,40,54,287,36,63.45,0.7722,0.9165,0.9444,66.23
U038,2026-08-05,500,315,50,70,62,6,155,362.0,5.25,8.33,14,8,72,79,296,31,50.74,0.7683,0.8829,0.2778,52.08
U038,2026-08-06,570,320,30,175,43,6,160,400.0,5.33,9.5,4,22,76,66,391,11,44.49,0.6337,0.7921,0.2222,41.77
U038,2026-08-07,515,255,100,80,59,5,115,436.0,4.25,8.58,17,0,65,79,300,53,47.06,0.593,1.0,0.7222,49.62
U038,2026-08-10,510,285,35,160,40,3,200,324.0,4.75,8.5,16,6,43,73,332,40,41.29,0.6129,0.6968,0.0,40.11
U038,2026-08-11,375,200,60,80,30,3,255,293.0,3.33,6.25,18,29,13,46,236,32,36.14,0.6061,0.8879,0.0,36.14
U038,2026-08-12,475,260,65,95,32,5,165,376.0,4.33,7.92,3,12,86,21,313,40,40.0,0.619,0.8952,0.1667,43.27
U038,2026-08-13,535,300,80,110,37,3,275,425.0,5.0,8.92,17,8,73,51,352,34,37.24,0.625,0.8854,0.0,38.96
U038,2026-08-17,535,360,40,80,47,3,155,378.0,6.0,8.92,14,4,56,175,275,11,52.58,0.766,0.8043,0.2778,53.16
U038,2026-08-18,470,280,120,30,29,3,260,455.0,4.67,7.83,12,14,72,66,259,47,35.4,0.6437,1.0,0.0,36.03
U038,2026-08-19,455,220,30,170,43,6,95,285.0,3.67,7.58,28,13,36,33,326,19,56.81,0.5714,0.7403,0.9444,58.24
U038,2026-08-20,430,290,95,0,54,6,145,311.0,4.83,7.17,49,1,125,59,176,19,55.81,0.8169,0.8761,0.3889,54.26
U038,2026-08-24,405,295,40,30,45,4,95,283.0,4.92,6.75,46,17,55,49,229,9,70.41,0.8551,0.8203,0.9444,68.02
U038,2026-08-25,495,295,55,115,34,4,155,359.0,4.92,8.25,14,7,24,71,362,17,46.85,0.6629,0.8067,0.2778,49.94
U038,2026-08-26,515,290,75,120,45,7,100,400.0,4.83,8.58,21,37,52,70,300,35,56.0,0.6444,0.8889,0.8889,56.61
U038,2026-08-27,500,225,45,190,48,5,115,339.0,3.75,8.33,18,0,45,81,337,19,48.51,0.5233,0.7884,0.7222,50.43
U038,2026-08-28,545,360,55,100,39,6,135,389.0,6.0,9.08,22,27,102,88,276,30,55.56,0.7347,0.7939,0.5,55.0
