user_id,date,productivity_rating,energy_rating
U011,2026-08-25,,
U011,2026-08-26,8.0,3.0
U011,2026-08-27,6.0,2.0
U011,2026-08-28,10.0,2.0
U012,2026-08-03,6.0,3.0
U012,2026-08-04,8.0,3.0
U012,2026-08-05,7.0,1.0
U012,2026-08-06,8.0,1.0
U012,2026-08-07,8.0,2.0
U012,2026-08-10,,
U012,2026-08-11,6.0,1.0
U012,2026-08-12,8.0,2.0
U012,2026-08-13,6.0,2.0
U012,2026-08-14,7.0,2.0
U012,2026-08-17,7.0,2.0
U012,2026-08-18,8.0,2.0
U012,2026-08-19,4.0,2.0
U012,2026-08-20,9.0,2.0
U012,2026-08-21,,
U012,2026-08-24,8.0,2.0
U012,2026-08-25,3.0,1.0
U012,2026-08-26,10.0,4.0
U012,2026-08-27,6.0,1.0
U012,2026-08-28,8.0,1.0
U013,2026-08-03,5.0,1.0
U013,2026-08-04,8.0,1.0
U013,2026-08-06,9.0,1.0
U013,2026-08-07,7.0,1.0
U013,2026-08-10,8.0,3.0
U013,2026-08-11,10.0,2.0
U013,2026-08-12,,
U013,2026-08-13,9.0,1.0
U013,2026-08-14,7.0,2.0
U013,2026-08-17,6.0,1.0
U013,2026-08-18,6.0,4.0
U013,2026-08-19,7.0,1.0
U013,2026-08-20,7.0,2.0
U013,2026-08-21,5.0,1.0
U013,2026-08-24,8.0,1.0
U013,2026-08-25,4.0,1.0
U013,2026-08-26,8.0,4.0
U013,2026-08-27,,
U013,2026-08-28,,
U014,2026-08-03,10.0,2.0
U014,2026-08-04,7.0,2.0
U014,2026-08-05,8.0,2.0
U014,2026-08-06,7.0,2.0
U014,2026-08-07,,
U014,2026-08-10,10.0,4.0
U014,2026-08-11,10.0,2.0
U014,2026-08-12,9.0,3.0
U014,2026-08-13,9.0,2.0
U014,2026-08-14,8.0,1.0
U014,2026-08-17,7.0,2.0
U014,2026-08-18,8.0,1.0
U014,2026-08-19,6.0,2.0
U014,2026-08-20,8.0,1.0
U014,2026-08-21,10.0,2.0
U014,2026-08-24,7.0,1.0
U014,2026-08-25,,
U014,2026-08-26,8.0,2.0
U014,2026-08-27,7.0,1.0
U014,2026-08-28,10.0,2.0
U015,2026-08-03,9.0,2.0
U015,2026-08-04,9.0,3.0
U015,2026-08-05,7.0,3.0
U015,2026-08-06,,
U015,2026-08-07,,
U015,2026-08-10,5.0,1.0
U015,2026-08-11,7.0,1.0
U015,2026-08-12,9.0,3.0
U015,2026-08-14,10.0,2.0
U015,2026-08-17,9.0,2.0
U015,2026-08-18,10.0,2.0
U015,2026-08-19,10.0,1.0
U015,2026-08-20,8.0,1.0
U015,2026-08-21,7.0,1.0
U015,2026-08-24,8.0,3.0
U015,2026-08-25,8.0,3.0
U015,2026-08-26,6.0,1.0
U015,2026-08-27,,
U015,2026-08-28,9.0,2.0
U016,2026-08-03,5.0,2.0
U016,2026-08-04,10.0,1.0
U016,2026-08-05,8.0,1.0
U016,2026-08-06,8.0,2.0
U016,2026-08-07,4.0,1.0
U016,2026-08-10,10.0,2.0
U016,2026-08-11,6.0,3.0
U016,2026-08-12,3.0,3.0
U016,2026-08-13,,
U016,2026-08-14,7.0,2.0
U016,2026-08-17,7.0,2.0
U016,2026-08-19,8.0,2.0
U016,2026-08-20,6.0,1.0
U016,2026-08-21,10.0,1.0
U016,2026-08-24,9.0,2.0
U016,2026-08-25,5.0,1.0
U016,2026-08-26,10.0,4.0
U016,2026-08-27,5.0,1.0
U016,2026-08-28,10.0,2.0
U017,2026-08-03,6.0,1.0
U017,2026-08-04,7.0,1.0
U017,2026-08-05,7.0,1.0
U017,2026-08-06,6.0,2.0
U017,2026-08-07,6.0,1.0
U017,2026-08-10,5.0,1.0
U017,2026-08-11,5.0,1.0
U017,2026-08-12,10.0,1.0
U017,2026-08-13,8.0,3.0
U017,2026-08-14,,
U017,2026-08-17,8.0,2.0
U017,2026-08-18,8.0,2.0
U017,2026-08-19,9.0,2.0
U017,2026-08-20,9.0,2.0
U017,2026-08-21,8.0,2.0
U017,2026-08-24,9.0,1.0
U017,2026-08-26,7.0,1.0
U017,2026-08-27,9.0,1.0
U017,2026-08-28,4.0,1.0
U018,2026-08-03,5.0,1.0
U018,2026-08-06,6.0,2.0
U018,2026-08-07,10.0,2.0
U018,2026-08-10,,
U018,2026-08-11,7.0,2.0
U018,2026-08-12,7.0,4.0
U018,2026-08-13,8.0,1.0
U018,2026-08-14,6.0,2.0
U018,2026-08-17,8.0,3.0
U018,2026-08-18,10.0,1.0
U018,2026-08-19,9.0,2.0
U018,2026-08-20,10.0,3.0
U018,2026-08-21,5.0,2.0
U018,2026-08-24,7.0,2.0
U018,2026-08-25,7.0,3.0
U018,2026-08-26,7.0,3.0
U018,2026-08-27,,
U018,2026-08-28,8.0,2.0
U019,2026-08-03,8.0,1.0
U019,2026-08-04,,
U019,2026-08-05,9.0,2.0
U019,2026-08-06,8.0,1.0
U019,2026-08-07,8.0,1.0
U019,2026-08-10,5.0,1.0
U019,2026-08-12,8.0,1.0
U019,2026-08-13,4.0,1.0
U019,2026-08-14,6.0,1.0
U019,2026-08-17,9.0,4.0
U019,2026-08-18,5.0,1.0
U019,2026-08-19,5.0,1.0
U019,2026-08-20,7.0,1.0
U019,2026-08-21,9.0,4.0
U019,2026-08-24,9.0,2.0
U019,2026-08-25,8.0,1.0
U019,2026-08-26,6.0,1.0
U019,2026-08-27,,
U019,2026-08-28,8.0,2.0
U020,2026-08-03,6.0,2.0
U020,2026-08-04,9.0,3.0
U020,2026-08-05,8.0,1.0
U020,2026-08-06,,
U020,2026-08-07,10.0,3.0
U020,2026-08-10,,
U020,2026-08-11,6.0,2.0
U020,2026-08-12,6.0,2.0
U020,2026-08-13,10.0,1.0
U020,2026-08-14,,
U020,2026-08-17,9.0,1.0
U020,2026-08-18,10.0,3.0
U020,2026-08-19,8.0,1.0
U020,2026-08-20,9.0,1.0
U020,2026-08-21,8.0,1.0
U020,2026-08-24,,
U020,2026-08-25,6.0,3.0
U020,2026-08-26,8.0,2.0
U020,2026-08-28,7.0,1.0
U021,2026-08-03,6.0,3.0
U021,2026-08-04,6.0,1.0
U021,2026-08-05,8.0,2.0
U021,2026-08-06,,
U021,2026-08-07,4.0,1.0
U021,2026-08-10,7.0,2.0
U021,2026-08-11,9.0,2.0
U021,2026-08-13,7.0,2.0
U021,2026-08-14,6.0,1.0
U021,2026-08-17,9.0,2.0
U021,2026-08-18,10.0,2.0
U021,2026-08-19,7.0,2.0
U021,2026-08-20,10.0,1.0
U021,2026-08-21,6.0,1.0
U021,2026-08-24,10.0,3.0
U021,2026-08-25,8.0,1.0
U021,2026-08-26,6.0,1.0
U021,2026-08-27,7.0,2.0
U021,2026-08-28,7.0,2.0
U022,2026-08-03,8.0,1.0
U022,2026-08-04,9.0,1.0
U022,2026-08-05,9.0,3.0
U022,2026-08-06,7.0,2.0
U022,2026-08-07,6.0,3.0
U022,2026-08-10,6.0,2.0
U022,2026-08-11,9.0,3.0
U022,2026-08-12,8.0,3.0
U022,2026-08-13,8.0,3.0
U022,2026-08-14,9.0,2.0
U022,2026-08-17,6.0,2.0
U022,2026-08-18,10.0,4.0
U022,2026-08-19,,
U022,2026-08-20,6.0,2.0
U022,2026-08-21,4.0,3.0
U022,2026-08-24,9.0,3.0
U022,2026-08-25,9.0,2.0
U022,2026-08-26,9.0,4.0
U022,2026-08-27,7.0,1.0
U023,2026-08-03,9.0,3.0
U023,2026-08-04,4.0,2.0
U023,2026-08-05,9.0,2.0
U023,2026-08-06,9.0,3.0
U023,2026-08-07,6.0,3.0
U023,2026-08-10,8.0,2.0
U023,2026-08-11,8.0,2.0
U023,2026-08-12,8.0,4.0
U023,2026-08-13,7.0,3.0
U023,2026-08-14,5.0,3.0
U023,2026-08-17,9.0,1.0
U023,2026-08-18,7.0,1.0
U023,2026-08-19,9.0,2.0
U023,2026-08-20,8.0,3.0
U023,2026-08-21,7.0,1.0
U023,2026-08-24,8.0,2.0
U023,2026-08-25,8.0,2.0
U023,2026-08-26,7.0,3.0
U023,2026-08-27,9.0,2.0
U023,2026-08-28,10.0,2.0
U024,2026-08-03,8.0,3.0
U024,2026-08-04,10.0,1.0
U024,2026-08-05,8.0,3.0
U024,2026-08-06,7.0,1.0
U024,2026-08-07,,
U024,2026-08-10,9.0,1.0
U024,2026-08-11,7.0,3.0
U024,2026-08-12,8.0,3.0
U024,2026-08-13,6.0,2.0
U024,2026-08-14,7.0,3.0
U024,2026-08-17,7.0,2.0
U024,2026-08-18,5.0,2.0
U024,2026-08-19,10.0,4.0
U024,2026-08-20,10.0,2.0
U024,2026-08-21,8.0,2.0
U024,2026-08-24,9.0,3.0
U024,2026-08-25,9.0,1.0
U024,2026-08-26,9.0,1.0
U024,2026-08-27,10.0,2.0
U024,2026-08-28,8.0,5.0
U025,2026-08-03,9.0,2.0
U025,2026-08-04,7.0,1.0
U025,2026-08-05,8.0,3.0
U025,2026-08-06,10.0,2.0
U025,2026-08-07,8.0,2.0
U025,2026-08-11,9.0,2.0
U025,2026-08-12,,
U025,2026-08-13,,
U025,2026-08-14,10.0,4.0
U025,2026-08-17,10.0,2.0
U025,2026-08-18,,
U025,2026-08-19,4.0,2.0
U025,2026-08-20,5.0,2.0
U025,2026-08-21,8.0,3.0
U025,2026-08-24,8.0,4.0
U025,2026-08-25,10.0,2.0
U025,2026-08-26,10.0,4.0
U025,2026-08-27,8.0,3.0
U025,2026-08-28,5.0,2.0
U026,2026-08-03,9.0,1.0
U026,2026-08-04,8.0,2.0
U026,2026-08-05,9.0,2.0
U026,2026-08-06,10.0,2.0
U026,2026-08-07,3.0,2.0
U026,2026-08-10,8.0,2.0
U026,2026-08-11,7.0,3.0
U026,2026-08-12,7.0,3.0
U026,2026-08-13,9.0,2.0
U026,2026-08-14,10.0,1.0
U026,2026-08-17,5.0,2.0
U026,2026-08-18,8.0,1.0
U026,2026-08-19,9.0,1.0
U026,2026-08-20,6.0,2.0
U026,2026-08-21,7.0,3.0
U026,2026-08-24,8.0,1.0
U026,2026-08-25,9.0,2.0
U026,2026-08-26,8.0,3.0
U026,2026-08-27,9.0,2.0
U026,2026-08-28,4.0,4.0
U027,2026-08-03,9.0,2.0
U027,2026-08-04,7.0,1.0
U027,2026-08-05,8.0,2.0
U027,2026-08-06,,
U027,2026-08-10,,
U027,2026-08-11,8.0,1.0
U027,2026-08-12,8.0,2.0
U027,2026-08-13,10.0,3.0
U027,2026-08-14,9.0,2.0
U027,2026-08-17,,
U027,2026-08-18,10.0,3.0
U027,2026-08-19,,
U027,2026-08-20,,
U027,2026-08-21,4.0,2.0
U027,2026-08-24,6.0,3.0
U027,2026-08-25,5.0,1.0
U027,2026-08-26,5.0,1.0
U027,2026-08-27,7.0,1.0
U027,2026-08-28,5.0,1.0
U028,2026-08-03,10.0,2.0
U028,2026-08-04,,
U028,2026-08-05,9.0,3.0
U028,2026-08-06,,
U028,2026-08-07,8.0,1.0
U028,2026-08-10,6.0,3.0
U028,2026-08-11,8.0,3.0
U028,2026-08-12,6.0,1.0
U028,2026-08-13,5.0,1.0
U028,2026-08-14,9.0,3.0
U028,2026-08-17,,
U028,2026-08-18,5.0,1.0
U028,2026-08-19,7.0,1.0
U028,2026-08-20,8.0,2.0
U028,2026-08-21,9.0,1.0
U028,2026-08-24,5.0,2.0
U028,2026-08-25,9.0,1.0
U028,2026-08-26,10.0,2.0
U028,2026-08-27,10.0,1.0
U028,2026-08-28,4.0,2.0
U029,2026-08-03,8.0,2.0
U029,2026-08-04,7.0,1.0
U029,2026-08-05,8.0,2.0
U029,2026-08-06,9.0,2.0
U029,2026-08-07,6.0,2.0
U029,2026-08-10,10.0,1.0
U029,2026-08-11,9.0,3.0
U029,2026-08-12,4.0,2.0
U029,2026-08-13,,
U029,2026-08-14,10.0,2.0
U029,2026-08-17,9.0,2.0
U029,2026-08-18,8.0,1.0
U029,2026-08-20,10.0,2.0
U029,2026-08-21,8.0,1.0
U029,2026-08-24,6.0,1.0
U029,2026-08-25,10.0,3.0
U029,2026-08-26,7.0,1.0
U029,2026-08-27,6.0,1.0
U029,2026-08-28,1.0,3.0
U030,2026-08-03,8.0,2.0
U030,2026-08-04,,
U030,2026-08-05,5.0,1.0
U030,2026-08-06,7.0,1.0
U030,2026-08-07,5.0,3.0
U030,2026-08-10,10.0,1.0
U030,2026-08-11,6.0,1.0
U030,2026-08-12,10.0,2.0
U030,2026-08-13,8.0,3.0
U030,2026-08-14,10.0,1.0
U030,2026-08-17,,
U030,2026-08-18,5.0,2.0
U030,2026-08-19,9.0,2.0
U030,2026-08-20,10.0,1.0
U030,2026-08-21,8.0,1.0
U030,2026-08-24,7.0,2.0
U030,2026-08-25,7.0,2.0
U030,2026-08-26,8.0,1.0
U030,2026-08-27,6.0,1.0
U030,2026-08-28,5.0,2.0
U031,2026-08-03,6.0,1.0
U031,2026-08-04,6.0,1.0
U031,2026-08-05,7.0,1.0
U031,2026-08-06,,
U031,2026-08-07,7.0,2.0
U031,2026-08-10,8.0,2.0
U031,2026-08-11,7.0,1.0
U031,2026-08-12,7.0,1.0
U031,2026-08-13,9.0,2.0
U031,2026-08-14,,
U031,2026-08-17,,
U031,2026-08-18,5.0,1.0
U031,2026-08-19,9.0,3.0
U031,2026-08-20,4.0,2.0
U031,2026-08-21,9.0,2.0
U031,2026-08-24,7.0,1.0
U031,2026-08-25,9.0,1.0
U031,2026-08-26,8.0,1.0
U031,2026-08-27,4.0,2.0
U031,2026-08-28,6.0,1.0
U032,2026-08-03,9.0,1.0
U032,2026-08-04,9.0,2.0
U032,2026-08-05,8.0,1.0
U032,2026-08-06,7.0,3.0
U032,2026-08-07,7.0,1.0
U032,2026-08-10,,
U032,2026-08-11,10.0,2.0
U032,2026-08-12,7.0,2.0
U032,2026-08-13,8.0,1.0
U032,2026-08-14,7.0,1.0
U032,2026-08-17,8.0,2.0
U032,2026-08-18,8.0,1.0
U032,2026-08-19,7.0,2.0
U032,2026-08-20,6.0,1.0
U032,2026-08-21,8.0,2.0
U032,2026-08-24,6.0,2.0
U032,2026-08-25,8.0,2.0
U032,2026-08-26,6.0,1.0
U032,2026-08-27,,
U032,2026-08-28,6.0,1.0
U033,2026-08-03,5.0,2.0
U033,2026-08-04,7.0,1.0
U033,2026-08-05,9.0,1.0
U033,2026-08-06,8.0,3.0
U033,2026-08-07,8.0,1.0
U033,2026-08-10,9.0,1.0
U033,2026-08-11,,
U033,2026-08-12,10.0,2.0
U033,2026-08-13,,
U033,2026-08-14,7.0,2.0
U033,2026-08-17,8.0,3.0
U033,2026-08-18,6.0,2.0
U033,2026-08-19,9.0,1.0
U033,2026-08-20,6.0,1.0
U033,2026-08-21,10.0,1.0
U033,2026-08-24,7.0,2.0
U033,2026-08-25,10.0,2.0
U033,2026-08-26,5.0,1.0
U033,2026-08-27,8.0,2.0
U033,2026-08-28,10.0,1.0
U034,2026-08-04,8.0,3.0
U034,2026-08-05,,
U034,2026-08-06,8.0,1.0
U034,2026-08-07,8.0,2.0
U034,2026-08-10,10.0,1.0
U034,2026-08-11,9.0,2.0
U034,2026-08-12,7.0,2.0
U034,2026-08-13,7.0,3.0
U034,2026-08-14,7.0,3.0
U034,2026-08-17,9.0,1.0
U034,2026-08-18,9.0,2.0
U034,2026-08-19,9.0,2.0
U034,2026-08-20,7.0,2.0
U034,2026-08-21,9.0,2.0
U034,2026-08-25,10.0,1.0
U034,2026-08-26,8.0,2.0
U034,2026-08-27,7.0,2.0
U034,2026-08-28,10.0,2.0
U035,2026-08-03,9.0,3.0
U035,2026-08-05,7.0,2.0
U035,2026-08-06,8.0,2.0
U035,2026-08-07,8.0,1.0
U035,2026-08-10,8.0,2.0
U035,2026-08-11,10.0,1.0
U035,2026-08-12,8.0,1.0
U035,2026-08-13,10.0,1.0
U035,2026-08-14,4.0,2.0
U035,2026-08-18,10.0,1.0
U035,2026-08-19,5.0,2.0
U035,2026-08-20,9.0,1.0
U035,2026-08-21,10.0,1.0
U035,2026-08-24,,
U035,2026-08-25,8.0,1.0
U035,2026-08-26,,
U035,2026-08-27,4.0,2.0
U035,2026-08-28,8.0,3.0
U036,2026-08-03,7.0,1.0
U036,2026-08-04,6.0,1.0
U036,2026-08-05,5.0,1.0
U036,2026-08-06,6.0,1.0
U036,2026-08-07,10.0,2.0
U036,2026-08-10,10.0,1.0
U036,2026-08-11,4.0,1.0
U036,2026-08-12,7.0,1.0
U036,2026-08-13,,
U036,2026-08-14,8.0,1.0
U036,2026-08-17,10.0,2.0
U036,2026-08-18,7.0,3.0
U036,2026-08-19,10.0,2.0
U036,2026-08-20,,
U036,2026-08-21,8.0,2.0
U036,2026-08-24,6.0,1.0
U036,2026-08-25,8.0,2.0
U036,2026-08-26,8.0,2.0
U036,2026-08-27,9.0,1.0
U036,2026-08-28,5.0,1.0
U037,2026-08-03,5.0,2.0
U037,2026-08-04,7.0,2.0
U037,2026-08-05,8.0,2.0
U037,2026-08-06,6.0,1.0
U037,2026-08-07,8.0,2.0
U037,2026-08-10,7.0,1.0
U037,2026-08-11,9.0,2.0
U037,2026-08-12,6.0,2.0
U037,2026-08-13,7.0,1.0
U037,2026-08-14,5.0,3.0
U037,2026-08-17,5.0,2.0
U037,2026-08-18,10.0,3.0
U037,2026-08-19,9.0,1.0
U037,2026-08-20,7.0,2.0
U037,2026-08-21,3.0,1.0
U037,2026-08-24,8.0,2.0
U037,2026-08-25,7.0,1.0
U037,2026-08-26,5.0,2.0
U037,2026-08-27,9.0,2.0
U037,2026-08-28,6.0,1.0
U038,2026-08-03,5.0,1.0
U038,2026-08-04,8.0,2.0
U038,2026-08-05,7.0,1.0
U038,2026-08-06,5.0,1.0
U038,2026-08-07,7.0,1.0
U038,2026-08-10,7.0,1.0
U038,2026-08-11,10.0,1.0
U038,2026-08-12,6.0,1.0
U038,2026-08-13,7.0,1.0
U038,2026-08-17,6.0,2.0
U038,2026-08-18,,
U038,2026-08-19,8.0,2.0
U038,2026-08-20,9.0,2.0
U038,2026-08-24,9.0,5.0
U038,2026-08-25,7.0,1.0
U038,2026-08-26,7.0,2.0
U038,2026-08-27,4.0,1.0
U038,2026-08-28,10.0,1.0
U039,2026-08-03,7.0,1.0
U039,2026-08-04,7.0,3.0
U039,2026-08-05,7.0,1.0
U039,2026-08-06,,
U039,2026-08-07,7.0,2.0
U039,2026-08-10,6.0,1.0
U039,2026-08-11,8.0,1.0
U039,2026-08-12,7.0,2.0
U039,2026-08-13,8.0,1.0
U039,2026-08-14,8.0,1.0
U039,2026-08-17,4.0,2.0
U039,2026-08-18,6.0,2.0
U039,2026-08-19,9.0,1.0
U039,2026-08-20,6.0,1.0
U039,2026-08-21,5.0,2.0
U039,2026-08-24,9.0,4.0
U039,2026-08-25,8.0,2.0
U039,2026-08-26,10.0,1.0
U039,2026-08-27,7.0,1.0
U039,2026-08-28,6.0,1.0
U040,2026-08-03,,
U040,2026-08-04,9.0,3.0
U040,2026-08-05,10.0,1.0
U040,2026-08-06,7.0,2.0
U040,2026-08-07,9.0,1.0
U040,2026-08-10,8.0,3.0
U040,2026-08-11,9.0,1.0
U040,2026-08-12,5.0,2.0
U040,2026-08-13,9.0,1.0
U040,2026-08-14,5.0,3.0
U040,2026-08-18,10.0,1.0
U040,2026-08-19,4.0,1.0
U040,2026-08-20,7.0,2.0
U040,2026-08-21,7.0,1.0
U040,2026-08-24,9.0,2.0
U040,2026-08-25,7.0,2.0
U040,2026-08-26,7.0,1.0
U040,2026-08-27,5.0,1.0
U040,2026-08-28,6.0,1.0
